product_id,brand,category,rating,review_text,review_date
100191,Boat,Appliances,4.3,Decent for the price,2025-11-04
100192,Dell,Electronics,2.5,Meets expectations,2025-11-25
100193,Sony,Fashion,2.9,Bad experience,2025-11-04
100194,Samsung,Appliances,4.7,Decent for the price,2025-12-20
100195,Nike,Electronics,4.8,"Not bad, not great",2025-11-11
100196,Apple,Home,3.5,Meets expectations,2025-11-23
100197,HP,Appliances,4.4,Average quality,2025-12-13
100198,Apple,Fashion,4.0,Quality is really good,2025-11-18
100199,Puma,Home,3.7,"Not bad, not great",2025-11-20
100200,Nike,Electronics,4.4,"Not bad, not great",2025-12-25
100201,Boat,Home,4.1,Quality is really good,2025-12-10
100202,LG,Appliances,3.5,Quality is really good,2025-11-06
100203,HP,Fashion,3.6,Highly recommended,2025-12-16
100204,Puma,Electronics,3.8,Poor quality,2025-10-26
100205,Samsung,Fashion,2.6,Very disappointed,2025-12-23
100206,Boat,Fashion,2.9,Bad experience,2025-11-22
100207,Boat,Electronics,3.6,Decent for the price,2025-11-27
100208,Sony,Home,4.6,Worth the money,2025-12-10
100209,Dell,Appliances,2.9,Meets expectations,2025-10-28
100210,Apple,Electronics,3.8,Highly recommended,2025-12-25
100211,Boat,Home,4.9,Average quality,2025-10-28
100212,Boat,Home,2.9,Poor quality,2025-11-16
100213,Apple,Appliances,4.2,Stopped working quickly,2025-12-07
100214,Apple,Appliances,4.1,Stopped working quickly,2025-11-09
100215,Nike,Fashion,2.7,Bad experience,2025-12-18
100216,HP,Fashion,3.6,Poor quality,2025-11-25
100217,LG,Fashion,2.7,Bad experience,2025-11-06
100218,Sony,Home,2.8,Meets expectations,2025-12-24
100219,LG,Fashion,4.4,Worth the money,2025-12-07
100220,Boat,Appliances,3.8,Not worth the price,2025-11-16
100221,Sony,Home,4.5,"Not bad, not great",2025-11-16
100222,Puma,Fashion,3.8,Stopped working quickly,2025-11-19
100223,Nike,Appliances,3.8,Highly recommended,2025-11-26
100224,LG,Fashion,4.6,Stopped working quickly,2025-11-29
100225,Sony,Home,3.0,Stopped working quickly,2025-11-28
100226,Nike,Electronics,3.5,"Excellent product, very satisfied",2025-11-07
100227,LG,Electronics,5.0,"Excellent product, very satisfied",2025-11-13
100228,Apple,Appliances,2.8,Works perfectly,2025-12-15
100229,LG,Home,4.4,"Excellent product, very satisfied",2025-10-26
100230,HP,Fashion,3.0,Highly recommended,2025-11-13
100231,Puma,Electronics,4.1,Very disappointed,2025-11-02
100232,Boat,Fashion,3.1,Decent for the price,2025-12-07
100233,Sony,Home,4.8,Not worth the price,2025-11-11
100234,Sony,Fashion,4.6,Meets expectations,2025-12-24
100235,Nike,Fashion,4.3,Decent for the price,2025-12-07
100236,Puma,Appliances,4.4,Product is okay,2025-11-11
100237,Boat,Fashion,5.0,Quality is really good,2025-12-16
100238,HP,Electronics,2.6,Stopped working quickly,2025-12-25
100239,Nike,Home,4.7,Quality is really good,2025-11-28
100240,LG,Fashion,3.3,Works perfectly,2025-11-18
100241,Puma,Home,4.9,Decent for the price,2025-11-23
100242,Nike,Home,2.6,Highly recommended,2025-12-11
100243,Boat,Electronics,4.9,Meets expectations,2025-11-06
100244,LG,Appliances,4.9,Quality is really good,2025-12-08
100245,HP,Appliances,2.8,"Not bad, not great",2025-11-24
100246,Puma,Home,4.7,Highly recommended,2025-12-20
100247,Boat,Home,4.6,Quality is really good,2025-11-25
100248,Puma,Home,3.1,Highly recommended,2025-12-20
100249,Apple,Electronics,3.4,Product is okay,2025-11-20
100250,Dell,Home,4.1,Product is okay,2025-12-18
100251,Dell,Home,3.0,Poor quality,2025-11-13
100252,Puma,Electronics,3.8,Not worth the price,2025-10-26
100253,Sony,Electronics,3.3,Product is okay,2025-12-25
100254,Apple,Fashion,3.1,"Excellent product, very satisfied",2025-11-11
100255,HP,Appliances,2.6,Stopped working quickly,2025-11-21
100256,Samsung,Appliances,3.8,Stopped working quickly,2025-12-21
100257,HP,Home,3.2,Bad experience,2025-11-18
100258,HP,Home,3.6,"Not bad, not great",2025-11-07
100259,Boat,Electronics,3.6,Not worth the price,2025-12-12
100260,LG,Fashion,4.2,Quality is really good,2025-11-11
100261,Samsung,Fashion,2.6,Quality is really good,2025-11-20
100262,Samsung,Fashion,4.4,Average quality,2025-12-25
100263,Apple,Fashion,3.6,Average quality,2025-12-20
100264,Boat,Home,3.1,Meets expectations,2025-11-22
100265,Dell,Fashion,3.7,"Not bad, not great",2025-11-23
100266,Nike,Fashion,3.5,Bad experience,2025-12-22
100267,Samsung,Electronics,3.6,"Excellent product, very satisfied",2025-11-14
100268,Puma,Home,3.1,Poor quality,2025-12-08
100269,Boat,Home,2.9,Poor quality,2025-12-08
100270,Apple,Home,2.9,Works perfectly,2025-11-03
100271,Nike,Home,4.7,Works perfectly,2025-12-15
100272,Sony,Home,2.6,Quality is really good,2025-12-10
100273,Boat,Home,2.6,Worth the money,2025-10-27
100274,Nike,Appliances,4.8,Highly recommended,2025-11-06
100275,Boat,Appliances,4.3,Meets expectations,2025-11-14
100276,LG,Electronics,3.1,"Not bad, not great",2025-11-11
100277,Nike,Home,4.6,Bad experience,2025-11-02
100278,Puma,Electronics,3.2,"Not bad, not great",2025-11-18
100279,LG,Appliances,5.0,Bad experience,2025-11-15
100280,Dell,Appliances,3.6,Product is okay,2025-11-24
100281,Samsung,Fashion,2.6,"Excellent product, very satisfied",2025-12-10
100282,Boat,Home,3.7,Average quality,2025-12-08
100283,Sony,Home,3.3,"Excellent product, very satisfied",2025-11-17
100284,Apple,Fashion,3.2,Product is okay,2025-11-25
100285,Samsung,Home,3.8,Product is okay,2025-10-26
100286,Apple,Home,4.4,"Excellent product, very satisfied",2025-12-04
100287,Apple,Electronics,4.0,Meets expectations,2025-11-25
100288,LG,Appliances,3.5,Very disappointed,2025-11-21
100289,Boat,Electronics,3.4,"Not bad, not great",2025-12-21
100290,Dell,Fashion,4.1,Decent for the price,2025-12-11
100291,HP,Appliances,4.2,Highly recommended,2025-11-04
100292,Nike,Appliances,3.0,Worth the money,2025-11-04
100293,HP,Appliances,4.8,Product is okay,2025-12-10
100294,Dell,Appliances,4.7,Stopped working quickly,2025-11-22
100295,Dell,Fashion,2.6,Works perfectly,2025-12-11
100296,Nike,Home,4.5,Very disappointed,2025-11-02
100297,LG,Electronics,4.0,Quality is really good,2025-11-03
100298,HP,Appliances,2.9,"Not bad, not great",2025-11-15
100299,HP,Electronics,3.9,Worth the money,2025-12-17
100300,Sony,Home,2.6,Not worth the price,2025-12-05
100301,HP,Home,3.4,Not worth the price,2025-11-17
100302,Apple,Appliances,3.6,Poor quality,2025-11-29
100303,LG,Home,3.5,Works perfectly,2025-12-17
100304,Samsung,Home,4.2,Product is okay,2025-11-28
100305,Nike,Appliances,4.8,Quality is really good,2025-11-30
100306,HP,Home,2.8,Average quality,2025-12-25
100307,Puma,Home,3.0,Average quality,2025-11-29
100308,Apple,Fashion,4.1,"Not bad, not great",2025-11-21
100309,Apple,Electronics,4.2,Worth the money,2025-12-07
100310,Samsung,Home,4.7,Meets expectations,2025-12-14
100311,Boat,Fashion,4.7,Poor quality,2025-11-27
100312,Boat,Fashion,3.8,Meets expectations,2025-12-04
100313,HP,Electronics,3.0,Meets expectations,2025-11-20
100314,Samsung,Home,4.0,Meets expectations,2025-11-10
100315,HP,Electronics,4.5,Bad experience,2025-11-30
100316,Dell,Electronics,3.1,Poor quality,2025-11-09
100317,Samsung,Electronics,4.8,Quality is really good,2025-11-04
100318,Sony,Appliances,4.3,Meets expectations,2025-12-07
100319,Nike,Appliances,4.9,Not worth the price,2025-11-23
100320,Sony,Fashion,2.5,Bad experience,2025-12-20
100321,Apple,Fashion,4.2,Poor quality,2025-11-05
100322,Samsung,Appliances,4.1,Decent for the price,2025-11-04
100323,Samsung,Home,5.0,Meets expectations,2025-11-21
100324,LG,Fashion,2.6,"Excellent product, very satisfied",2025-11-06
100325,Dell,Appliances,4.9,Bad experience,2025-11-16
100326,Apple,Home,3.1,Poor quality,2025-11-23
100327,Sony,Electronics,4.5,"Excellent product, very satisfied",2025-12-11
100328,Sony,Home,4.2,Highly recommended,2025-11-18
100329,Apple,Fashion,2.9,Meets expectations,2025-10-31
100330,Sony,Electronics,3.7,Decent for the price,2025-12-01
100331,Apple,Home,3.7,Meets expectations,2025-11-25
100332,Boat,Electronics,3.9,Quality is really good,2025-12-18
100333,Dell,Home,3.4,"Excellent product, very satisfied",2025-12-12
100334,Sony,Electronics,4.0,Quality is really good,2025-12-22
100335,HP,Electronics,4.9,"Excellent product, very satisfied",2025-12-14
100336,Samsung,Home,4.8,Not worth the price,2025-11-01
100337,Apple,Electronics,4.4,Stopped working quickly,2025-12-14
100338,Sony,Home,3.4,"Excellent product, very satisfied",2025-11-14
100339,Samsung,Appliances,2.7,Very disappointed,2025-12-02
100340,HP,Home,4.0,Meets expectations,2025-11-18
100341,Nike,Electronics,2.6,Very disappointed,2025-11-05
100342,Sony,Electronics,2.9,Stopped working quickly,2025-12-14
100343,Sony,Appliances,3.1,Quality is really good,2025-11-23
100344,Dell,Fashion,3.4,Meets expectations,2025-10-27
100345,Apple,Fashion,3.8,Very disappointed,2025-11-16
100346,Boat,Electronics,2.8,Stopped working quickly,2025-12-21
100347,LG,Home,4.2,Very disappointed,2025-11-25
100348,HP,Home,3.1,Stopped working quickly,2025-12-14
100349,Nike,Appliances,3.2,"Not bad, not great",2025-12-07
100350,Sony,Home,2.9,Meets expectations,2025-11-08
100351,HP,Electronics,4.6,Meets expectations,2025-11-18
100352,HP,Appliances,4.5,Meets expectations,2025-11-21
100353,LG,Home,2.6,"Excellent product, very satisfied",2025-12-10
100354,Apple,Appliances,3.2,Bad experience,2025-11-09
100355,Boat,Electronics,3.8,"Excellent product, very satisfied",2025-11-13
100356,Samsung,Fashion,4.4,Meets expectations,2025-12-22
100357,Boat,Fashion,4.0,Works perfectly,2025-12-02
100358,HP,Home,3.2,Poor quality,2025-12-04
100359,Samsung,Fashion,4.4,"Not bad, not great",2025-11-14
100360,Puma,Fashion,3.8,Product is okay,2025-11-22
100361,LG,Fashion,2.5,"Excellent product, very satisfied",2025-12-20
100362,Sony,Appliances,3.7,Highly recommended,2025-11-26
100363,Boat,Electronics,4.0,Quality is really good,2025-10-30
100364,Nike,Appliances,3.5,Not worth the price,2025-12-20
100365,Nike,Appliances,3.1,Not worth the price,2025-12-14
100366,LG,Appliances,3.2,Works perfectly,2025-12-11
100367,Apple,Fashion,4.2,Stopped working quickly,2025-11-12
100368,Boat,Home,4.4,Stopped working quickly,2025-11-12
100369,Puma,Appliances,4.5,"Excellent product, very satisfied",2025-11-02
100370,Boat,Appliances,2.9,Decent for the price,2025-12-25
100371,Samsung,Fashion,5.0,Highly recommended,2025-11-08
100372,Nike,Fashion,3.4,"Not bad, not great",2025-12-10
100373,Samsung,Home,2.7,Poor quality,2025-11-19
100374,Puma,Electronics,4.6,Highly recommended,2025-12-02
100375,Puma,Home,3.1,Bad experience,2025-11-11
100376,Apple,Electronics,5.0,Not worth the price,2025-12-06
100377,Samsung,Fashion,4.4,"Excellent product, very satisfied",2025-12-16
100378,Apple,Fashion,2.6,Stopped working quickly,2025-11-11
100379,Boat,Appliances,2.6,Decent for the price,2025-12-02
100380,LG,Fashion,4.2,Product is okay,2025-12-23
100381,HP,Electronics,4.1,"Not bad, not great",2025-12-07
100382,HP,Electronics,3.0,Stopped working quickly,2025-11-28
100383,Puma,Home,4.1,Stopped working quickly,2025-11-24
100384,Boat,Fashion,2.7,Bad experience,2025-12-03
100385,Boat,Fashion,3.2,Worth the money,2025-11-24
100386,Nike,Electronics,2.9,Worth the money,2025-12-11
100387,LG,Home,3.5,Very disappointed,2025-11-03
100388,Dell,Electronics,3.8,Poor quality,2025-12-02
100389,Samsung,Appliances,3.9,"Not bad, not great",2025-11-04
100390,Boat,Appliances,4.3,Stopped working quickly,2025-12-12
100391,Apple,Electronics,2.8,Works perfectly,2025-12-05
100392,Sony,Home,3.6,Bad experience,2025-11-09
100393,LG,Appliances,3.6,Very disappointed,2025-11-24
100394,Nike,Electronics,2.8,Not worth the price,2025-11-06
100395,Dell,Electronics,4.9,Quality is really good,2025-11-20
100396,Samsung,Electronics,4.9,Poor quality,2025-11-30
100397,Boat,Appliances,4.1,Stopped working quickly,2025-12-23
100398,Apple,Fashion,3.8,Product is okay,2025-12-08
100399,Boat,Electronics,4.8,Quality is really good,2025-11-08
100400,Puma,Fashion,3.5,Worth the money,2025-12-21
100401,Boat,Fashion,4.0,Decent for the price,2025-12-02
100402,Apple,Appliances,2.7,Very disappointed,2025-12-08
100403,Sony,Appliances,2.6,"Excellent product, very satisfied",2025-10-26
100404,Puma,Fashion,3.8,Highly recommended,2025-12-25
100405,HP,Appliances,3.9,Bad experience,2025-12-22
100406,HP,Appliances,4.4,Product is okay,2025-12-07
100407,Samsung,Fashion,3.9,Stopped working quickly,2025-11-30
100408,Sony,Appliances,4.5,Quality is really good,2025-11-29
100409,Sony,Fashion,2.6,Poor quality,2025-11-01
100410,Apple,Home,3.6,Works perfectly,2025-12-07
100411,Samsung,Fashion,4.9,Poor quality,2025-12-12
100412,Boat,Appliances,3.7,Works perfectly,2025-12-09
100413,Samsung,Home,4.9,Meets expectations,2025-11-19
100414,HP,Appliances,3.7,Bad experience,2025-11-21
100415,Dell,Electronics,4.8,Stopped working quickly,2025-11-13
100416,Apple,Home,3.1,Worth the money,2025-12-21
100417,Puma,Home,3.4,Worth the money,2025-12-02
100418,Apple,Appliances,3.6,Product is okay,2025-12-25
100419,Sony,Electronics,4.9,Works perfectly,2025-11-01
100420,Puma,Appliances,2.8,Product is okay,2025-11-23
100421,Samsung,Electronics,4.0,Meets expectations,2025-12-15
100422,HP,Fashion,4.9,"Excellent product, very satisfied",2025-12-06
100423,Nike,Fashion,3.1,Poor quality,2025-12-11
100424,Boat,Home,4.6,Quality is really good,2025-10-29
100425,Apple,Fashion,4.2,Stopped working quickly,2025-12-08
100426,HP,Fashion,4.4,Not worth the price,2025-11-01
100427,Dell,Home,4.9,"Not bad, not great",2025-10-30
100428,LG,Electronics,3.8,Stopped working quickly,2025-11-19
100429,HP,Electronics,3.6,Poor quality,2025-12-17
100430,HP,Fashion,3.5,Works perfectly,2025-12-24
100431,Puma,Fashion,3.9,Decent for the price,2025-12-09
100432,Puma,Appliances,3.5,"Excellent product, very satisfied",2025-12-11
100433,Samsung,Electronics,4.9,Meets expectations,2025-10-26
100434,HP,Home,3.7,Meets expectations,2025-11-26
100435,Samsung,Home,2.8,Poor quality,2025-12-24
100436,Sony,Home,3.1,Stopped working quickly,2025-11-13
100437,Dell,Fashion,4.0,Not worth the price,2025-12-14
100438,Samsung,Appliances,4.4,"Excellent product, very satisfied",2025-12-19
100439,Dell,Electronics,4.8,Highly recommended,2025-12-19
100440,Apple,Home,4.8,Very disappointed,2025-11-20
100441,Puma,Home,2.9,Average quality,2025-11-29
100442,Dell,Electronics,4.1,Poor quality,2025-10-29
100443,Boat,Fashion,2.8,Product is okay,2025-11-08
100444,Boat,Fashion,4.9,Quality is really good,2025-12-10
100445,Sony,Electronics,3.9,Stopped working quickly,2025-12-04
100446,Nike,Appliances,4.6,"Excellent product, very satisfied",2025-11-17
100447,Dell,Electronics,2.9,Stopped working quickly,2025-11-26
100448,Samsung,Appliances,4.8,Worth the money,2025-10-26
100449,Puma,Electronics,2.5,"Not bad, not great",2025-12-22
100450,Puma,Fashion,4.8,Decent for the price,2025-12-03
100451,Dell,Home,2.7,Product is okay,2025-12-05
100452,HP,Home,4.7,Bad experience,2025-11-24
100453,Boat,Home,3.4,Works perfectly,2025-12-23
100454,Boat,Home,4.5,"Not bad, not great",2025-11-05
100455,Nike,Fashion,2.9,Very disappointed,2025-12-24
100456,Boat,Appliances,4.5,Poor quality,2025-11-27
100457,LG,Appliances,4.1,Highly recommended,2025-11-30
100458,HP,Home,3.0,"Not bad, not great",2025-12-01
100459,Dell,Fashion,3.7,"Not bad, not great",2025-12-18
100460,Nike,Appliances,4.8,"Excellent product, very satisfied",2025-11-03
100461,Puma,Fashion,3.7,"Not bad, not great",2025-10-26
100462,Samsung,Home,3.3,Worth the money,2025-12-21
100463,Nike,Appliances,4.1,Decent for the price,2025-11-30
100464,Puma,Fashion,4.7,Poor quality,2025-11-19
100465,Nike,Appliances,2.9,Not worth the price,2025-12-16
100466,Nike,Appliances,3.8,Highly recommended,2025-12-06
100467,Nike,Appliances,3.7,Quality is really good,2025-12-23
100468,Puma,Appliances,4.1,"Excellent product, very satisfied",2025-11-09
100469,Boat,Fashion,4.8,Stopped working quickly,2025-12-13
