product_id,product_name,brand,category,sub_category,seller_id,price,discount_percent,stock_quantity,reorder_level,warehouse_location,rating,total_reviews,availability_status,last_updated,customer_review,review_text,feedback,comment,description
100079,Apple Kitchen Model-207,Apple,Home,Kitchen,SELL1001,10567,20,437,34,Delhi,2.8,1410,In Stock,2025-12-14,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100080,Samsung Headphones Model-128,Samsung,Electronics,Headphones,SELL1002,11290,10,327,78,Chennai,4.9,1876,In Stock,2025-12-02,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100081,Samsung Smartwatch Model-805,Samsung,Electronics,Smartwatch,SELL1003,48624,30,5,37,Mumbai,4.3,4945,In Stock,2025-12-17,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100082,Apple Smartwatch Model-259,Apple,Electronics,Smartwatch,SELL1002,37269,0,381,86,Mumbai,4.5,1236,In Stock,2025-12-20,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100083,Nike Furniture Model-409,Nike,Home,Furniture,SELL1004,24870,20,238,46,Delhi,2.9,3944,In Stock,2025-12-25,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100084,Sony Furniture Model-607,Sony,Home,Furniture,SELL1003,24680,5,452,76,Chennai,3.7,390,In Stock,2025-11-30,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100085,HP Mobile Model-354,HP,Electronics,Mobile,SELL1002,22660,5,350,33,Mumbai,4.7,3192,In Stock,2025-12-12,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100086,Samsung Men Model-100,Samsung,Fashion,Men,SELL1003,24156,15,74,64,Delhi,3.8,3146,In Stock,2025-12-09,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100087,Apple Kids Model-465,Apple,Fashion,Kids,SELL1004,40744,30,168,74,Hyderabad,3.6,2317,In Stock,2025-12-18,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100088,LG Furniture Model-403,LG,Home,Furniture,SELL1003,21760,30,405,90,Hyderabad,4.3,4188,In Stock,2025-12-01,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100089,Apple Kitchen Model-685,Apple,Home,Kitchen,SELL1003,39147,20,300,42,Chennai,4.5,3905,In Stock,2025-12-25,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100090,Boat Furniture Model-227,Boat,Home,Furniture,SELL1004,4347,5,106,33,Chennai,3.2,651,In Stock,2025-12-08,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100091,Sony Decor Model-693,Sony,Home,Decor,SELL1004,7069,20,465,76,Mumbai,3.2,347,In Stock,2025-12-25,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100092,Nike Kitchen Model-212,Nike,Home,Kitchen,SELL1002,48641,0,323,86,Bangalore,3.4,4425,In Stock,2025-12-15,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100093,Sony Men Model-582,Sony,Fashion,Men,SELL1001,23485,30,133,66,Delhi,2.5,3293,In Stock,2025-11-27,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100094,Puma Laptop Model-491,Puma,Electronics,Laptop,SELL1004,5739,20,420,47,Bangalore,4.5,4474,In Stock,2025-12-12,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100095,Samsung Laptop Model-881,Samsung,Electronics,Laptop,SELL1002,37839,5,420,68,Hyderabad,2.5,4126,In Stock,2025-12-14,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100096,Puma Smartwatch Model-423,Puma,Electronics,Smartwatch,SELL1004,12092,5,465,63,Chennai,4.4,1507,In Stock,2025-12-10,Average quality,Average quality,Average quality,Average quality,Average quality
100097,Apple AC Model-769,Apple,Appliances,AC,SELL1002,24018,15,169,90,Chennai,4.2,2623,In Stock,2025-12-22,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100098,Nike AC Model-191,Nike,Appliances,AC,SELL1003,10525,5,116,90,Bangalore,4.3,2168,In Stock,2025-11-30,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100099,Apple Furniture Model-270,Apple,Home,Furniture,SELL1003,23357,0,71,98,Mumbai,3.6,2381,In Stock,2025-12-17,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100100,Dell Men Model-636,Dell,Fashion,Men,SELL1004,35591,20,163,96,Delhi,3.6,1398,In Stock,2025-11-27,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100101,Apple Decor Model-905,Apple,Home,Decor,SELL1002,8874,10,100,35,Bangalore,3.7,3894,In Stock,2025-12-03,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100102,Boat Washing Machine Model-180,Boat,Appliances,Washing Machine,SELL1001,26939,10,162,21,Hyderabad,3.0,4650,In Stock,2025-11-28,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100103,Samsung Men Model-839,Samsung,Fashion,Men,SELL1004,21399,20,453,85,Mumbai,3.9,3601,In Stock,2025-12-19,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100104,Puma Men Model-563,Puma,Fashion,Men,SELL1001,42446,10,199,22,Delhi,4.8,2171,In Stock,2025-12-14,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100105,Apple AC Model-763,Apple,Appliances,AC,SELL1004,795,10,122,24,Hyderabad,3.8,1043,In Stock,2025-12-19,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100106,Apple Washing Machine Model-867,Apple,Appliances,Washing Machine,SELL1003,45658,20,242,99,Mumbai,3.1,4765,In Stock,2025-12-21,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100107,Samsung AC Model-571,Samsung,Appliances,AC,SELL1004,551,10,309,26,Bangalore,3.1,2189,In Stock,2025-12-03,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100108,Dell Smartwatch Model-333,Dell,Electronics,Smartwatch,SELL1002,35143,5,156,75,Delhi,3.4,1899,In Stock,2025-12-21,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100109,Boat Mobile Model-846,Boat,Electronics,Mobile,SELL1004,47979,5,2,26,Chennai,3.7,909,In Stock,2025-12-03,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100110,LG Decor Model-223,LG,Home,Decor,SELL1001,9419,15,358,83,Delhi,3.7,3114,In Stock,2025-12-21,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100111,Puma Refrigerator Model-934,Puma,Appliances,Refrigerator,SELL1004,34826,5,401,42,Chennai,2.9,3383,In Stock,2025-12-23,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100112,Apple Furniture Model-881,Apple,Home,Furniture,SELL1004,23862,30,158,86,Mumbai,3.7,2782,In Stock,2025-12-01,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100113,Sony Women Model-560,Sony,Fashion,Women,SELL1001,23656,15,129,99,Delhi,3.0,2964,In Stock,2025-11-30,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100114,LG Men Model-392,LG,Fashion,Men,SELL1004,2087,0,434,50,Chennai,4.2,1278,In Stock,2025-12-24,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100115,Boat Laptop Model-320,Boat,Electronics,Laptop,SELL1003,5712,10,468,95,Chennai,4.4,3787,In Stock,2025-12-24,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100116,Boat Laptop Model-764,Boat,Electronics,Laptop,SELL1001,36051,15,280,39,Bangalore,3.1,82,In Stock,2025-12-21,Average quality,Average quality,Average quality,Average quality,Average quality
100117,Dell Kitchen Model-178,Dell,Home,Kitchen,SELL1003,13282,15,196,21,Hyderabad,2.8,1524,In Stock,2025-12-02,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100118,Apple Refrigerator Model-800,Apple,Appliances,Refrigerator,SELL1004,32922,0,427,93,Hyderabad,3.4,3094,In Stock,2025-12-15,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100119,LG Furniture Model-655,LG,Home,Furniture,SELL1003,29134,10,134,64,Chennai,4.1,3971,In Stock,2025-12-18,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100120,Sony Mobile Model-723,Sony,Electronics,Mobile,SELL1002,11953,0,44,84,Delhi,4.2,625,In Stock,2025-12-07,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100121,Nike Washing Machine Model-364,Nike,Appliances,Washing Machine,SELL1003,35237,30,404,98,Mumbai,5.0,872,In Stock,2025-11-26,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100122,LG Laptop Model-441,LG,Electronics,Laptop,SELL1001,31216,5,112,82,Mumbai,3.4,2874,In Stock,2025-11-30,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100123,LG Decor Model-599,LG,Home,Decor,SELL1004,1937,5,365,23,Delhi,3.7,846,In Stock,2025-12-02,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100124,Samsung Laptop Model-622,Samsung,Electronics,Laptop,SELL1002,937,0,212,29,Hyderabad,3.6,4597,In Stock,2025-12-06,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100125,Apple Mobile Model-229,Apple,Electronics,Mobile,SELL1004,5718,15,347,77,Chennai,3.7,1741,In Stock,2025-12-10,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100126,HP Kitchen Model-611,HP,Home,Kitchen,SELL1004,13392,20,58,47,Delhi,4.9,2780,In Stock,2025-11-30,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100127,Boat Headphones Model-506,Boat,Electronics,Headphones,SELL1004,4286,15,120,54,Bangalore,2.9,2882,In Stock,2025-12-02,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100128,Dell Laptop Model-609,Dell,Electronics,Laptop,SELL1004,44103,15,219,86,Hyderabad,3.3,1230,In Stock,2025-11-28,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100129,HP AC Model-301,HP,Appliances,AC,SELL1003,13122,5,393,43,Chennai,3.1,1663,In Stock,2025-12-02,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100130,HP Kitchen Model-503,HP,Home,Kitchen,SELL1001,42531,10,477,46,Chennai,2.6,3561,In Stock,2025-12-16,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100131,Puma Furniture Model-743,Puma,Home,Furniture,SELL1001,45911,0,215,91,Hyderabad,2.8,739,In Stock,2025-11-27,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100132,Samsung Kids Model-315,Samsung,Fashion,Kids,SELL1004,34259,15,199,36,Chennai,4.9,4056,In Stock,2025-12-24,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100133,Nike Women Model-800,Nike,Fashion,Women,SELL1003,44035,30,274,59,Hyderabad,4.5,2663,In Stock,2025-12-20,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
